transaction_amount,transaction_frequency,account_age,location_change,hour_of_day,distance_from_home_km,num_declines_last_hour,merchant_risk_score,is_online,fraud
157.53,3,245.5,0,21,6.58,0,0.636,0,0
66.54,4,385.1,0,21,0.27,0,0.0,0,0
102.29,7,599.8,0,18,21.56,0,0.382,0,0
111.67,3,119.8,0,15,8.8,0,0.064,0,0
126.38,6,764.8,0,14,19.05,0,0.208,0,0
28.65,2,238.3,1,18,30.12,1,0.231,1,0
18.4,0,1062.9,0,13,64.62,0,0.186,1,0
128.13,4,308.3,0,2,,0,0.171,0,0
79.98,2,488.1,0,7,3.62,1,0.112,0,0
11.15,2,84.4,0,3,93.17,0,0.077,1,0
113.07,1,813.7,0,18,10.43,0,0.146,0,0
82.81,2,605.2,0,14,17.85,0,0.168,1,0
78.61,4,616.6,0,16,33.41,0,0.059,0,0
45.24,2,2463.8,0,9,25.59,0,0.633,0,0
93.41,5,571.8,1,5,27.0,0,0.505,0,0
46.3,2,1.1,0,21,16.67,1,0.176,0,0
22.08,5,45.9,0,21,94.78,1,0.0,0,0
151.13,3,135.3,0,23,45.25,1,0.112,0,0
126.3,4,185.7,0,7,71.08,0,0.184,0,0
22.27,4,23.6,0,16,46.62,0,0.234,0,0
554.93,1,46.4,0,0,102.83,1,0.572,1,1
96.59,2,236.0,0,9,25.4,0,0.0,0,0
68.26,4,766.3,0,1,8.88,0,0.337,0,0
15.34,1,1776.9,0,8,10.34,0,0.447,0,0
182.82,2,989.8,0,23,18.55,0,0.535,1,0
80.87,5,1108.9,1,3,35.62,1,0.434,1,0
126.97,3,58.9,0,16,212.25,0,0.505,1,1
108.48,5,292.3,0,12,58.84,0,0.246,0,0
150.31,3,213.8,0,10,106.23,2,0.368,1,1
0.64,8,593.8,0,17,80.08,1,0.199,0,0
72.69,6,1200.8,0,18,33.79,0,0.055,1,0
49.44,6,237.4,0,4,22.37,1,0.361,0,0
91.37,3,382.4,0,0,19.47,0,0.364,0,0
116.56,6,580.9,0,4,37.72,0,0.232,0,0
110.06,3,145.2,0,0,28.9,0,0.0,1,0
70.86,4,791.4,0,15,34.27,0,0.093,1,0
284.49,1,165.2,0,4,206.29,1,0.558,0,1
164.25,2,345.1,0,19,33.12,0,0.244,1,0
105.98,1,479.8,0,21,12.22,0,0.0,1,0
22.65,2,160.9,0,21,4.05,0,0.0,1,0
68.6,4,347.0,0,8,48.06,0,0.221,0,0
19.57,2,1490.1,0,4,53.37,0,0.114,0,0
63.92,5,241.5,0,7,35.48,0,0.718,1,0
16.47,7,762.5,0,21,14.93,0,0.42,0,0
19.13,4,945.7,0,15,39.61,0,0.327,1,0
96.16,7,568.3,0,17,37.5,0,0.329,1,0
86.23,5,640.8,0,10,26.45,0,0.42,1,0
41.53,2,1719.2,0,15,4.73,0,0.18,0,0
75.89,2,190.3,0,22,37.86,0,0.121,1,0
93.92,5,368.9,0,16,80.51,0,0.374,0,0
67.28,2,658.9,1,20,25.8,0,0.385,1,0
48.39,2,1767.2,0,20,0.68,0,0.187,0,0
60.81,5,954.2,0,1,30.11,0,0.114,0,0
182.19,3,362.4,0,22,64.13,0,0.083,1,0
40.11,4,349.9,0,13,98.95,0,0.355,0,0
38.13,4,521.8,0,13,82.81,0,0.345,0,0
104.7,3,158.2,0,21,32.27,0,0.065,0,0
6.12,2,479.6,0,15,40.2,1,0.161,0,0
187.85,4,1849.9,0,8,6.96,0,0.487,1,0
34.45,3,111.3,0,4,19.73,0,0.751,1,0
19.06,4,102.6,0,14,113.05,0,0.391,1,0
26.39,3,207.5,0,16,14.29,0,0.071,0,0
50.8,2,675.5,0,13,25.83,1,0.525,1,0
3.21,2,68.8,0,13,73.16,1,0.093,0,0
134.65,2,38.4,0,21,64.57,0,0.361,1,0
360.98,4,386.4,1,1,193.57,3,0.391,0,1
287.6,3,400.6,0,6,28.81,0,0.0,0,0
107.37,3,737.8,1,17,62.37,0,0.486,0,0
105.81,5,21.8,0,21,35.31,0,0.241,0,0
134.63,4,353.0,0,22,24.81,0,0.254,1,0
5.36,1,399.8,0,2,50.91,0,0.633,1,0
100.27,4,123.0,0,14,40.48,1,0.339,0,0
62.24,1,57.2,0,6,30.03,0,0.247,0,0
165.51,5,1059.4,0,9,26.52,1,0.186,1,0
20.07,4,2657.7,0,22,50.8,1,0.0,1,0
116.63,0,221.2,0,14,53.1,0,0.0,0,0
180.93,1,154.7,0,18,130.46,1,0.18,1,1
80.24,4,169.6,0,9,75.74,0,0.117,1,0
253.65,8,395.8,1,4,282.91,0,0.69,0,1
64.68,4,1164.7,0,13,73.35,0,0.678,0,0
151.18,4,356.5,0,4,17.2,0,0.196,0,0
100.74,3,723.7,0,16,29.68,0,0.007,1,0
91.57,5,1631.8,0,17,24.96,0,0.174,0,0
96.94,2,215.1,0,9,16.03,0,0.501,0,0
106.45,2,537.6,0,7,2.38,0,0.0,0,0
390.0,0,39.3,0,14,24.36,3,0.75,0,1
73.14,0,218.5,0,2,3.63,1,0.341,0,0
43.08,4,382.1,0,2,26.32,0,0.6,1,0
24.19,6,228.3,0,15,14.23,1,0.159,1,0
54.58,2,433.8,0,2,27.17,0,0.218,0,0
337.57,4,493.1,1,2,101.73,0,0.659,0,1
114.63,1,2950.4,0,1,12.1,0,0.412,1,0
106.03,8,38.6,0,9,38.44,0,0.285,0,0
95.42,4,1414.7,0,10,11.19,1,0.286,0,0
145.2,2,150.5,0,13,61.46,1,0.132,1,0
134.77,4,172.2,0,2,31.19,0,0.288,0,0
83.64,2,166.6,0,5,12.61,0,0.32,1,0
104.25,5,28.1,1,22,30.7,0,0.077,1,0
73.54,3,281.2,0,2,2.34,0,0.207,1,0
107.56,3,448.9,0,16,85.27,0,0.585,1,1
111.72,2,671.8,0,3,51.34,0,0.0,0,0
148.17,4,343.6,0,19,0.48,0,0.303,0,0
30.32,4,1205.1,0,18,89.18,0,0.35,0,0
40.66,3,606.5,0,12,11.6,2,0.236,0,0
105.54,3,881.5,0,21,25.48,0,0.0,1,0
19.97,6,6.5,0,12,50.48,1,0.09,1,0
246.21,5,21.7,0,1,18.11,1,0.399,1,0
138.46,6,43.4,1,20,39.02,0,0.249,0,0
21.17,2,1309.8,0,11,11.93,0,0.282,1,0
79.32,3,1292.1,0,23,13.82,0,0.235,0,0
55.27,4,292.2,1,11,14.49,1,0.441,0,0
33.0,3,57.6,0,13,27.05,1,0.25,0,0
45.03,3,395.9,0,11,7.25,0,0.351,0,0
10.77,7,1687.6,0,8,35.33,1,0.128,0,0
51.75,7,362.8,0,20,16.62,1,0.422,0,0
285.13,1,205.1,1,4,56.75,0,0.598,1,1
72.39,4,182.3,0,11,30.41,0,0.0,1,0
137.98,3,776.2,0,2,69.31,0,0.511,0,0
48.71,4,57.6,0,9,25.84,1,0.089,1,0
31.19,6,339.4,0,8,28.07,0,0.253,0,0
90.64,3,142.2,0,10,12.8,1,0.247,0,0
234.01,0,3491.5,1,21,,1,0.107,1,0
222.88,3,42.5,0,23,45.71,2,0.325,1,0
111.2,5,1476.9,0,14,37.62,1,0.467,0,0
65.2,5,211.3,0,14,3.1,1,0.483,0,0
30.97,3,513.6,0,5,6.09,0,0.502,1,0
104.76,1,72.6,0,3,0.42,0,0.031,0,0
123.63,3,406.6,0,17,15.65,0,0.229,0,0
45.71,4,416.4,0,1,39.71,0,0.168,0,0
185.76,7,1130.0,1,10,4.2,1,0.768,1,0
97.23,1,143.4,0,7,48.15,0,0.0,0,0
94.71,4,867.8,0,1,12.29,0,0.678,0,0
24.38,2,168.4,0,0,45.64,0,0.442,0,0
73.97,7,39.0,0,21,47.39,0,0.343,0,0
51.98,6,220.2,0,9,44.9,0,0.201,0,0
90.81,3,498.2,0,3,5.87,1,0.463,0,0
59.31,3,208.6,0,9,43.28,0,0.0,0,0
181.45,5,178.6,0,22,58.76,0,0.331,1,0
153.05,1,587.8,1,20,74.26,0,0.579,1,1
170.09,0,98.0,0,10,264.16,0,0.956,1,1
66.86,3,173.4,1,23,127.2,1,0.81,0,1
29.89,7,864.4,1,21,10.81,0,0.347,1,0
26.85,3,827.3,0,2,9.49,0,0.574,0,0
38.63,6,96.6,0,9,63.55,0,0.0,0,0
51.75,5,251.2,0,23,61.11,1,0.0,0,0
77.19,3,79.9,0,3,21.4,1,0.35,1,0
87.59,3,1232.7,0,12,78.69,1,0.28,1,0
181.15,8,930.7,0,22,2.59,0,0.0,0,0
55.4,2,980.5,0,9,7.96,0,0.754,1,0
71.96,3,80.0,0,18,19.56,0,0.171,1,0
23.35,3,946.4,0,3,5.22,0,0.236,1,0
49.43,4,228.4,0,14,12.77,0,0.28,0,0
71.06,3,36.8,0,19,99.18,0,0.223,0,0
142.28,2,282.2,0,21,0.04,1,0.0,1,0
5.03,1,66.5,0,23,41.53,0,0.0,0,0
27.31,2,79.4,0,2,0.07,0,0.763,0,0
120.13,2,94.7,0,0,46.63,0,0.375,0,0
61.97,5,455.5,0,5,22.83,1,0.119,1,0
95.59,7,197.8,0,20,11.83,1,0.252,1,0
180.76,2,2150.1,1,21,21.5,1,0.172,0,0
40.55,5,790.0,0,6,52.82,0,0.324,0,0
138.07,6,985.0,0,13,18.66,0,0.293,0,0
151.86,5,182.2,1,2,29.3,0,0.239,0,0
94.44,2,212.8,0,18,13.01,0,0.331,0,0
156.27,1,1498.5,0,9,21.1,0,0.478,1,0
147.89,2,1404.6,0,22,10.03,0,0.036,0,0
12.21,4,1363.6,1,5,11.63,0,0.353,1,0
188.08,4,532.2,0,19,12.22,1,0.096,1,0
52.12,3,145.7,0,13,32.21,1,0.313,0,0
30.09,5,1243.3,0,18,6.2,0,0.488,1,0
26.98,4,510.9,0,22,63.54,0,0.0,0,0
158.44,2,517.1,0,22,13.59,1,0.412,1,0
86.78,2,1706.9,0,7,7.74,0,0.47,1,0
46.67,4,258.9,0,5,19.78,1,0.268,0,0
137.14,7,689.1,0,0,43.56,0,0.279,0,0
300.5,1,111.1,1,23,166.91,0,0.515,0,1
37.08,1,42.3,0,15,159.49,0,0.051,1,1
193.81,1,300.5,0,4,9.83,0,0.32,0,0
83.86,1,171.1,1,6,58.2,0,0.299,1,0
98.24,2,1179.9,0,23,25.3,0,0.325,1,0
104.9,4,713.3,0,4,27.53,0,0.411,1,0
45.76,5,637.9,0,8,36.78,0,0.325,0,0
104.05,3,958.3,0,18,56.16,0,0.0,0,0
127.18,4,1841.6,0,13,6.64,0,0.174,0,0
111.64,2,2347.3,0,19,25.6,0,0.197,0,0
99.93,2,788.8,0,10,79.63,0,0.552,0,0
45.89,3,364.9,1,14,23.0,0,0.3,0,0
173.32,5,756.1,0,16,0.27,0,0.692,1,0
44.08,5,112.4,0,2,9.88,0,0.455,0,0
29.17,3,13.0,0,5,85.97,0,0.275,1,0
16.59,4,450.5,1,8,19.89,1,0.008,0,0
38.51,5,176.1,0,8,38.76,0,0.379,1,0
1.71,0,265.4,1,17,51.82,0,0.083,1,0
115.19,6,96.5,0,14,58.97,0,0.295,1,0
112.77,1,2360.3,0,7,13.16,0,0.146,0,0
138.3,3,1521.0,0,18,0.21,0,0.114,0,0
126.4,4,364.7,0,17,23.59,0,0.0,1,0
16.18,4,2042.1,0,4,5.33,1,0.58,0,0
109.04,5,708.6,0,10,3.28,0,0.0,1,0
51.89,2,1104.4,0,8,44.33,0,0.177,1,0
4.53,3,444.3,0,22,44.91,0,0.506,0,0
120.69,2,639.3,0,7,21.28,0,0.426,0,0
70.58,3,197.7,0,18,23.89,0,0.102,0,0
57.21,6,1810.0,0,2,26.6,0,0.335,0,0
16.15,2,724.7,0,23,36.22,1,0.073,0,0
136.8,2,987.8,0,19,6.43,0,0.611,0,0
64.28,5,614.8,0,1,30.8,0,0.121,0,0
70.02,2,102.4,0,17,71.61,1,0.314,0,0
179.53,1,102.8,0,11,71.38,0,0.796,0,1
12.49,1,1054.5,0,15,19.47,0,0.207,1,0
55.32,1,2893.3,0,3,56.63,0,0.332,0,0
17.61,2,378.4,0,12,5.35,0,0.168,0,0
67.21,3,197.3,0,1,57.06,0,0.106,1,0
65.85,5,815.0,0,2,69.08,0,0.063,0,0
51.09,5,29.1,0,15,58.37,1,0.0,0,0
61.68,2,228.1,0,12,53.53,0,0.398,0,0
112.64,3,2516.4,0,20,15.07,0,0.074,1,0
46.46,3,284.9,0,5,13.26,0,0.015,1,0
72.13,2,496.7,0,5,13.62,1,0.0,1,0
99.89,3,816.0,1,21,5.73,0,0.043,1,0
85.8,1,193.5,0,20,11.82,0,0.601,0,0
16.18,7,342.9,0,6,4.42,0,0.098,1,0
93.81,5,1072.1,0,3,13.67,0,0.389,1,0
96.52,3,1344.8,1,19,13.59,0,0.263,0,0
13.66,2,816.1,0,2,,0,0.319,0,0
60.35,2,574.6,0,1,32.53,0,0.457,0,0
81.57,2,1063.3,0,23,6.07,0,0.166,0,0
70.07,3,115.2,0,12,18.93,0,0.0,0,0
27.69,4,117.1,0,10,30.34,0,0.158,0,0
18.21,2,824.7,0,11,35.76,0,0.0,0,0
73.07,5,382.0,1,22,30.1,0,0.0,0,0
28.74,1,827.2,0,14,52.37,0,0.348,1,0
155.1,2,234.9,0,13,85.06,0,0.433,0,0
14.48,6,213.1,0,10,51.16,1,0.231,1,0
76.61,2,511.4,0,16,13.65,0,0.0,0,0
382.05,1,318.6,1,8,182.12,0,0.735,0,1
1.32,4,1628.2,0,10,7.76,0,0.347,1,0
61.06,3,3444.8,0,6,86.08,0,0.302,0,0
84.57,2,3260.5,0,4,13.6,0,0.138,1,0
89.58,2,1375.8,0,7,11.62,0,0.094,1,0
52.75,1,251.0,0,3,73.9,0,0.404,1,0
57.67,2,378.3,0,3,17.71,0,0.291,1,0
123.92,1,591.9,0,23,68.93,0,0.611,1,0
97.7,7,829.5,0,16,21.68,2,0.0,1,0
124.57,1,229.1,0,10,3.38,0,0.325,1,0
413.2,2,365.4,0,13,84.48,1,0.845,0,1
93.21,7,145.6,0,20,62.44,0,0.298,0,0
11.37,1,643.9,1,17,30.76,0,0.674,1,0
1.68,2,996.0,0,6,4.86,0,0.378,1,0
91.84,4,499.3,0,4,32.11,0,0.429,1,0
295.0,2,342.0,0,12,94.59,2,0.888,1,1
106.45,2,206.7,0,6,304.12,3,0.473,0,1
133.47,3,405.0,0,17,1.49,0,0.625,1,0
75.46,3,354.4,0,15,67.05,1,0.353,0,0
104.84,0,407.8,0,2,17.97,0,0.261,0,0
581.45,6,654.3,1,5,46.96,1,1.0,0,1
31.98,3,337.6,0,4,51.94,0,0.135,0,0
126.71,6,36.2,0,10,22.95,0,0.188,1,0
56.32,2,207.9,0,22,26.62,0,0.0,0,0
62.24,5,84.2,0,12,10.87,0,0.128,1,0
44.65,3,2198.4,1,9,16.32,0,0.311,0,0
6.35,5,2191.3,0,15,16.93,0,0.106,0,0
112.08,4,769.7,0,16,23.25,0,0.42,0,0
96.85,7,207.7,0,1,3.32,1,0.154,0,0
139.25,12,544.9,0,0,,0,0.342,1,0
57.52,2,504.3,0,15,65.8,0,0.32,1,0
110.28,6,1030.4,0,2,80.11,0,0.046,0,0
163.21,5,982.9,0,18,5.75,0,0.272,0,0
43.46,1,2222.8,0,7,20.96,0,0.0,0,0
150.46,7,49.0,0,1,44.78,2,0.292,0,0
14.15,3,749.7,0,17,56.7,0,0.0,1,0
116.2,1,647.8,1,0,63.28,0,0.459,1,0
71.14,4,491.1,0,0,2.4,0,0.395,0,0
89.97,3,762.8,0,12,50.81,0,0.188,0,0
26.77,3,59.5,0,1,59.74,0,0.171,1,0
591.12,1,120.2,0,15,85.42,1,0.554,1,1
137.51,8,1646.2,0,11,37.2,0,0.405,0,0
163.85,3,38.2,0,23,33.09,0,0.23,0,0
160.58,3,60.7,0,9,5.1,0,0.313,0,0
93.99,5,115.0,0,17,20.11,0,0.21,0,0
130.16,0,257.5,0,19,95.8,1,0.823,1,1
114.85,6,2302.3,0,12,30.53,1,0.191,1,0
108.69,5,560.1,0,5,44.13,1,0.0,1,0
16.68,3,827.7,0,7,36.3,0,0.345,1,0
386.03,1,988.1,1,13,,2,0.603,0,1
157.52,3,1118.4,0,20,35.23,0,0.275,1,0
97.65,6,309.9,0,0,43.25,0,0.0,0,0
66.62,3,390.9,0,19,18.49,1,0.607,1,0
147.22,4,260.9,0,1,12.55,1,0.234,0,0
124.25,5,1803.3,0,13,23.55,0,0.07,1,0
106.49,4,233.5,0,0,79.04,0,0.356,1,0
7.27,4,39.7,1,16,1.19,0,0.438,1,0
44.79,6,61.1,0,18,24.75,0,0.564,1,0
16.34,5,899.9,0,3,74.06,1,0.449,0,0
49.13,1,241.9,0,8,47.04,0,0.228,0,0
95.72,5,735.0,0,8,71.08,0,0.424,1,0
246.54,3,91.7,0,8,123.33,0,0.546,1,1
4.25,6,1349.0,0,11,49.64,0,0.258,1,0
117.31,6,1712.9,0,1,3.53,1,0.305,0,0
185.66,1,1008.8,0,0,72.06,1,0.604,0,0
30.62,2,185.4,0,7,6.7,0,0.791,1,0
4.53,3,134.3,0,6,29.26,1,0.457,0,0
150.58,4,747.0,0,21,19.7,1,0.416,1,1
85.47,2,2165.7,0,4,74.8,0,0.139,0,0
123.45,6,124.2,0,20,23.33,0,0.467,0,0
41.17,3,869.2,0,16,18.17,0,0.302,1,0
50.32,2,348.2,0,22,46.44,1,0.195,1,0
61.12,4,661.7,0,8,8.16,0,0.256,1,0
80.06,3,170.8,0,5,21.66,0,0.124,0,0
124.7,4,1525.5,1,8,43.84,0,0.028,1,0
93.92,4,1177.5,0,11,2.47,1,0.44,0,0
87.86,0,747.8,0,11,8.98,0,0.027,0,0
44.29,1,1147.6,0,12,55.07,0,0.305,0,0
34.76,5,29.6,0,12,3.37,0,0.45,0,0
33.69,1,282.7,0,2,4.1,1,0.106,0,0
5.15,7,419.0,0,18,19.01,0,0.493,0,0
123.29,2,159.5,0,17,9.41,0,0.08,0,0
134.35,9,1811.7,0,7,18.19,0,0.241,0,0
43.89,2,397.4,0,23,37.23,0,0.462,1,0
68.46,2,482.4,1,19,8.29,0,0.208,0,0
61.97,3,1027.2,1,21,35.18,0,0.0,1,0
153.85,5,1288.1,0,8,42.7,0,0.626,1,0
4.87,7,805.7,0,22,67.36,0,0.536,0,0
147.12,4,211.7,1,11,8.92,0,0.284,0,0
39.21,5,43.6,1,7,45.75,1,0.181,1,0
41.17,5,92.9,1,20,2.9,0,0.0,0,0
48.19,3,36.7,1,10,83.97,2,0.633,1,1
381.14,3,336.3,1,13,39.94,1,0.275,0,1
45.69,7,529.2,0,20,36.57,0,0.174,0,0
93.98,2,379.4,1,2,5.59,0,0.394,0,0
183.42,1,1209.8,0,11,180.68,0,0.556,1,1
18.54,4,1604.4,0,11,33.03,0,0.263,1,0
123.82,4,59.6,0,18,16.08,0,0.0,1,0
104.15,0,4.0,0,8,80.31,2,0.619,0,1
54.96,2,1351.0,0,2,0.54,1,0.331,0,0
66.81,1,117.1,0,16,50.36,1,0.547,0,0
46.9,5,738.7,0,14,39.04,1,0.529,1,0
108.11,4,186.1,1,9,42.1,0,0.102,0,0
102.23,1,2671.5,0,7,1.14,1,0.176,1,0
108.09,6,113.4,0,6,36.3,0,0.245,0,0
23.39,2,391.9,0,0,41.81,0,0.0,0,0
39.91,3,386.5,0,12,10.9,0,0.052,1,0
199.5,7,118.2,0,15,65.29,0,0.029,1,0
5.7,2,1153.9,0,12,70.06,0,0.345,0,0
90.01,2,76.6,0,14,22.39,0,0.134,0,0
41.34,3,804.8,0,14,3.96,0,0.199,0,0
103.04,3,554.2,0,7,2.24,0,0.0,0,0
38.35,9,846.3,0,4,0.25,0,0.325,1,0
204.38,5,30.4,0,18,51.66,0,0.354,0,0
405.04,2,718.4,1,10,42.8,1,0.691,0,1
75.2,1,247.4,0,2,37.79,0,0.275,0,0
92.56,3,301.2,0,11,55.27,1,0.045,1,0
51.97,5,812.7,1,0,13.72,0,0.405,1,0
104.73,5,1564.1,0,3,10.17,0,0.588,0,0
67.74,1,5.6,1,7,24.21,0,0.278,0,0
14.25,3,1775.4,0,11,48.39,0,0.373,0,0
20.7,2,1171.6,0,20,8.72,0,0.304,0,0
148.66,5,595.6,0,20,13.72,0,0.256,1,0
62.63,5,84.5,0,5,25.59,1,0.287,0,0
28.81,2,218.6,0,9,9.51,0,0.0,1,0
49.74,4,159.8,0,20,8.47,0,0.0,1,0
1.03,5,147.7,0,1,1.64,0,0.054,1,0
69.36,5,332.2,0,18,4.05,0,0.648,0,1
119.91,10,239.1,0,13,43.29,0,0.229,1,0
134.47,3,89.2,0,2,3.95,0,0.163,0,0
103.08,3,761.1,0,5,37.34,0,0.642,1,0
76.75,1,417.1,0,20,2.46,0,0.282,0,0
19.17,1,819.1,0,1,2.86,0,0.339,0,0
117.42,2,70.4,0,2,68.89,0,0.329,1,0
157.75,3,1281.0,1,10,38.68,0,0.174,1,0
91.62,2,651.6,1,5,61.39,0,0.495,0,0
73.59,3,210.1,0,14,42.99,0,0.525,1,0
146.88,1,118.5,0,11,26.56,0,0.34,1,0
23.33,2,1926.3,0,1,21.18,0,0.591,0,0
14.63,6,295.5,0,5,28.83,0,0.276,0,0
160.16,1,134.7,0,15,146.01,2,0.799,1,1
94.6,2,1705.2,0,9,15.89,0,0.287,1,0
14.01,4,2279.3,1,10,97.1,0,0.467,0,0
31.18,3,2272.2,1,1,16.38,1,0.345,1,0
137.31,2,243.4,0,3,54.84,0,0.0,0,0
38.4,1,36.0,0,7,19.15,0,0.268,1,0
73.67,4,574.3,0,1,42.14,0,0.0,1,0
117.13,5,73.2,0,8,52.42,0,0.167,1,0
7.94,2,568.7,0,9,39.92,0,0.578,0,0
171.71,2,399.8,0,0,30.38,0,0.493,0,0
567.14,1,313.9,0,6,60.35,0,0.257,1,1
107.87,1,17.0,0,23,20.65,0,0.218,1,0
130.78,4,354.9,1,22,44.55,0,0.448,0,0
33.26,3,2067.1,0,19,23.35,0,0.083,1,0
96.01,3,453.0,0,2,1.72,1,0.581,0,0
32.94,2,1127.3,0,2,6.8,0,0.178,1,0
83.21,4,739.3,1,17,6.57,0,0.214,1,0
31.82,2,105.8,0,17,21.04,1,0.376,1,0
76.85,3,1683.2,0,23,43.42,0,0.219,0,0
64.33,7,676.4,1,3,76.71,1,0.657,1,0
121.31,3,5248.5,0,21,35.62,0,0.423,0,0
5.28,1,969.8,0,18,77.96,1,0.318,0,0
68.16,6,208.0,0,8,20.14,0,0.061,0,0
71.17,1,290.1,0,21,39.59,0,0.431,1,0
82.8,1,486.0,1,21,27.46,1,0.176,1,0
87.15,6,807.3,0,6,,0,0.32,0,0
125.89,8,652.6,0,10,53.26,0,0.319,1,0
5.29,6,237.5,1,17,14.94,0,0.824,1,0
15.93,3,197.3,0,9,36.16,0,0.575,1,0
2.08,5,384.4,0,13,85.4,0,0.326,0,0
39.29,3,2881.8,0,16,75.94,1,0.0,0,0
184.7,4,2174.0,0,7,14.65,0,0.0,1,0
69.74,2,837.1,0,14,31.57,0,0.0,0,0
64.2,2,361.2,0,4,62.25,0,0.203,1,0
30.36,4,778.7,0,8,29.33,0,0.126,0,0
163.25,2,1720.4,1,20,42.84,0,0.308,1,0
21.86,5,2299.1,0,17,8.21,0,0.528,0,0
35.45,3,88.6,0,17,12.97,0,0.093,0,0
31.68,1,451.0,0,20,80.25,0,0.436,0,0
75.6,6,248.4,0,18,9.22,0,0.169,1,0
62.66,2,337.5,1,23,227.83,1,0.674,0,1
85.47,4,19.0,0,16,28.01,0,0.428,1,0
101.83,2,126.7,0,11,41.39,0,0.131,0,0
19.7,5,97.4,0,16,35.81,0,0.06,1,0
114.61,7,349.8,0,14,27.5,0,0.224,1,0
64.54,1,779.2,0,1,72.13,1,0.485,0,0
179.92,3,306.9,0,6,21.52,1,0.269,1,0
107.9,4,468.6,1,21,74.4,0,0.504,0,0
84.87,4,729.8,0,3,26.18,0,0.282,0,0
22.33,0,20.5,0,3,49.51,0,0.0,1,0
182.93,1,321.4,0,13,256.45,0,0.61,0,1
137.51,1,240.0,0,12,27.59,0,0.354,0,0
223.0,0,135.9,1,21,216.29,0,0.425,0,1
59.94,2,1675.7,0,9,66.74,0,0.064,0,0
75.13,2,1092.8,0,21,83.5,2,0.152,0,0
70.84,3,464.4,0,23,0.03,0,0.049,0,0
118.22,1,2013.8,0,3,55.39,0,0.333,0,0
108.69,2,1142.3,0,18,4.65,1,0.263,1,0
30.69,3,622.0,0,2,23.85,0,0.051,0,0
10.08,0,474.5,0,4,14.48,0,0.0,0,0
10.14,4,389.5,1,19,,0,0.175,0,0
9.91,6,982.9,0,9,16.06,0,0.038,0,0
142.41,5,400.3,0,21,23.99,0,0.567,0,0
20.69,6,155.2,1,13,26.28,0,0.395,1,0
81.75,3,528.1,0,15,33.92,1,0.266,1,0
95.81,3,18.9,0,14,17.41,1,0.335,0,0
110.79,1,155.4,1,11,24.97,0,0.31,0,0
170.91,5,92.6,0,1,3.11,0,0.198,1,0
89.25,4,1153.5,0,22,70.82,0,0.588,0,0
144.37,1,688.0,0,4,33.78,0,0.141,0,0
190.74,4,199.3,0,21,5.67,1,0.027,0,0
9.62,3,210.2,1,13,4.51,0,0.009,0,0
61.07,2,217.7,0,1,57.28,0,0.166,0,0
79.09,2,390.4,0,23,17.17,0,0.57,0,1
26.06,2,237.0,0,16,7.51,0,0.488,1,0
174.93,8,2.5,1,16,27.91,1,0.259,1,0
137.57,8,218.0,0,21,49.79,0,0.0,1,0
62.73,2,279.2,0,13,53.57,0,0.358,1,0
60.82,6,1035.5,0,19,9.78,0,0.21,0,0
393.6,2,390.7,0,16,92.32,0,0.894,1,1
96.99,1,1021.5,1,6,21.18,1,0.173,1,0
108.33,3,159.4,0,4,78.15,0,0.345,0,0
40.04,2,333.1,0,21,23.62,2,0.379,1,0
113.03,5,348.2,0,18,45.09,2,0.268,0,0
186.18,4,121.2,1,7,56.33,2,0.36,1,0
141.48,3,468.8,0,4,37.01,0,0.191,0,0
450.47,4,498.5,1,5,156.13,0,0.546,0,1
51.28,2,744.4,0,6,22.57,1,0.669,0,0
87.17,2,448.4,0,3,34.89,1,0.365,1,0
158.76,5,13.3,0,22,35.55,0,0.294,0,0
70.79,3,238.5,0,22,115.65,0,0.593,1,0
134.77,5,310.1,0,5,6.2,0,0.368,0,0
14.76,3,830.2,0,20,59.83,0,0.567,0,0
188.34,2,259.0,0,4,3.31,0,0.0,1,0
146.91,4,793.7,0,13,74.08,1,0.0,0,0
45.19,1,268.9,0,4,5.48,0,0.089,0,0
101.53,3,20.6,1,14,46.89,0,0.498,1,0
153.12,2,13.7,0,3,9.04,0,0.372,0,0
166.35,7,1313.0,0,1,23.24,1,0.386,0,0
30.8,4,297.0,0,1,71.73,0,0.73,0,0
26.28,4,1462.9,0,20,12.95,0,0.228,0,0
90.38,3,22.2,0,2,12.42,0,0.47,0,0
19.22,5,2303.1,0,5,87.29,0,0.318,0,0
73.69,5,133.0,0,6,10.76,0,0.712,1,0
152.53,7,350.1,0,6,28.26,0,0.405,0,0
43.12,5,3.1,0,10,33.34,1,0.65,1,0
105.7,3,2806.4,0,6,3.94,0,0.381,0,0
38.27,3,451.8,0,9,6.06,0,0.634,0,0
93.85,3,1018.6,0,14,7.29,1,0.325,0,0
43.32,0,818.6,0,4,0.36,0,0.38,1,0
159.81,3,939.7,0,11,7.81,1,0.511,0,0
8.06,5,130.4,0,18,29.98,0,0.0,0,0
32.65,4,713.8,1,13,26.45,0,0.189,0,0
31.32,2,231.8,0,7,75.82,0,0.0,1,0
111.18,3,150.0,0,21,26.91,0,0.339,1,0
28.5,1,41.0,0,22,20.45,0,0.264,1,0
6.56,6,252.3,0,12,66.69,0,0.058,0,0
16.99,0,454.9,0,6,18.95,1,0.166,0,0
153.45,2,110.9,0,7,304.27,0,0.161,0,1
